code;libelle_v2020;classant_2020
DBMA007;Reconstruction de l'anneau atrioventriculaire gauche avec valvoplastie, par thoracotomie avec CEC;1
DBMA013;Reconstruction de l'anneau atrioventriculaire gauche avec remplacement de la valve par prothèse mécanique ou bioprothèse avec armature, par thoracotomie avec CEC;1
DBMA005;Reconstruction de l'anneau atrioventriculaire gauche avec remplacement de la valve par homogreffe, par thoracotomie avec CEC;1
DBMA009;Reconstruction de l'anneau aortique avec remplacement de la valve par prothèse mécanique ou bioprothèse avec armature, par thoracotomie avec CEC;1
DBMA010;Reconstruction de l'anneau aortique avec remplacement de la valve par homogreffe, par thoracotomie avec CEC;1
DBMA006;Reconstruction de l'anneau aortique avec remplacement de la valve par bioprothèse sans armature, par thoracotomie avec CEC;1
DBMA001;Reconstruction de la voie aortique par élargissement antérodroit de l'anneau avec remplacement de la valve, par thoracotomie avec CEC;1
DBMA015;Reconstruction de la voie aortique par élargissement antérogauche de l'anneau et ouverture de l'infundibulum pulmonaire, avec remplacement de la valve, par thoracotomie avec CEC;1
DBMA004;Reconstruction de la voie aortique par transfert de la valve pulmonaire en position aortique avec reconstruction de la voie pulmonaire, par thoracotomie avec CEC;1
DBSF001;Fermeture d'une déhiscence par désinsertion de prothèse orificielle cardiaque, par voie vasculaire transcutanée;1
DBEA001;Réinsertion d'une prothèse orificielle cardiaque, par thoracotomie avec CEC;1
DELF011;Pose d'une sonde intraventriculaire droite pour stimulation cardiaque temporaire, par voie veineuse transcutanée;1
DELF006;Pose d'une sonde intraventriculaire droite et d'une sonde dans le sinus coronaire ou l'oreillette droite pour stimulation cardiaque temporaire, par voie veineuse transcutanée;1
DELF007;Implantation souscutanée d'un stimulateur cardiaque définitif, avec pose d'une sonde intraatriale ou intraventriculaire droite par voie veineuse transcutanée;1
DELF001;Implantation souscutanée d'un stimulateur cardiaque définitif, avec pose d'une sonde intraatriale ou intraventriculaire droite, et d'une sonde dans une veine cardiaque gauche par voie veineuse transcutanée;1
DELF904;Implantation souscutanée d'un stimulateur cardiaque définitif, avec pose d'une sonde intraatriale ou intraventriculaire droite, d'une sonde dans le sinus coronaire et d'une sonde dans une veine cardiaque gauche par voie veineuse transcutanée;1
DELF010;Implantation souscutanée d'un stimulateur cardiaque définitif, avec pose d'une sonde intraatriale et intraventriculaire droite unique par voie veineuse transcutanée;1
DELF005;Implantation souscutanée d'un stimulateur cardiaque définitif, avec pose d'une sonde intraatriale et d'une sonde intraventriculaire droites par voie veineuse transcutanée;1
DELF902;Implantation souscutanée d'un stimulateur cardiaque définitif, avec pose d'une sonde intraatriale et d'une sonde intraventriculaire droites, et d'une sonde dans le sinus coronaire par voie veineuse transcutanée;1
DELF015;Implantation souscutanée d'un stimulateur cardiaque définitif, avec pose d'une sonde intraatriale et d'une sonde intraventriculaire droites, et d'une sonde dans une veine cardiaque gauche par voie veineuse transcutanée;1
DELF905;Implantation souscutanée d'un stimulateur cardiaque définitif, avec pose d'une sonde intraatriale et d'une sonde intraventriculaire droites, d'une sonde dans le sinus coronaire, et d'une sonde dans une veine cardiaque gauche par voie veineuse transcutanée;1
DELF903;Implantation souscutanée d'un stimulateur cardiaque définitif, avec pose de 2 sondes intraatriales et d'une sonde intraventriculaire droites par voie veineuse transcutanée;1
DELF901;Implantation souscutanée d'un stimulateur cardiaque définitif, avec pose d'une sonde dans le sinus coronaire et d'une sonde dans une veine cardiaque gauche par voie veineuse transcutanée;1
DELF012;Implantation souscutanée d'un stimulateur cardiaque définitif, avec pose d'une sonde dans une veine cardiaque gauche par voie veineuse transcutanée;1
DELA003;Implantation sousucutanée d'un stimulateur cardiaque avec pose d'électrode épicardique ventriculaire pour stimulation définitive, par abord direct;1
DELA001;Implantation souscutanée d'un stimulateur cardiaque avec pose d'électrodes épicardiques atriale et ventriculaire pour stimulation définitive, par abord direct;1
DELF013;Implantation souscutanée d'un défibrillateur cardiaque automatique, avec pose d'une sonde intraventriculaire droite par voie veineuse transcutanée;1
DELF020;Implantation souscutanée d'un défibrillateur cardiaque automatique, avec pose d'une sonde intraventriculaire droite et d'une sonde dans une veine cardiaque gauche par voie veineuse transcutanée;1
DELF014;Implantation souscutanée d'un défibrillateur cardiaque automatique, avec pose d'une sonde intraatriale et d'une sonde intraventriculaire droites, et d'une sonde dans une veine cardiaque gauche par voie veineuse transcutanée;1
DELF016;Implantation souscutanée d'un défibrillateur cardiaque automatique sans fonction de défibrillation atriale, avec pose d'une sonde intraatriale et d'une sonde intraventriculaire droites par voie veineuse transcutanée;1
DELF900;Implantation souscutanée d'un défibrillateur cardiaque automatique avec fonction de défibrillation atriale, avec pose d'une sonde intraatriale et d'une sonde intraventriculaire droites par voie veineuse transcutanée;1
DELA004;Implantation souscutanée d'un défibrillateur cardiaque avec pose d'électrode épicardique, par abord direct;1
DEEF001;Repositionnement de sonde définitive intracavitaire de stimulation cardiaque, par voie veineuse transcutanée;1
DEEF002;Repositionnement de sonde définitive intracavitaire de défibrillation cardiaque, par voie veineuse transcutanée;1
DEEA001;Repositionnement souscutané d'un générateur implantable de stimulation ou de défibrillation cardiaque;1
DEGF004;Ablation d'une sonde définitive intracavitaire de stimulation ou de défibrillation cardiaque sans utilisation de dispositif spécifique, par voie veineuse transcutanée;1
DEGF001;Ablation d'une sonde définitive intracavitaire de stimulation ou de défibrillation cardiaque avec utilisation de dispositif spécifique, par voie veineuse transcutanée;1
DEGF002;Ablation de plusieurs sondes définitives intracavitaires de stimulation cardiaque sans utilisation de dispositif spécifique, par voie veineuse transcutanée;1
DEGF003;Ablation de plusieurs sondes définitives intracavitaires de stimulation cardiaque avec utilisation de dispositif spécifique, par voie veineuse transcutanée;1
DEGF006;Ablation d'une sonde définitive intracavitaire de défibrillation et d'une sonde définitive intracavitaire de stimulation cardiaque sans utilisation de dispositif spécifique, par voie veineuse transcutanée;1
DEGF005;Ablation d'une sonde définitive intracavitaire de défibrillation et d'une sonde définitive intracavitaire de stimulation cardiaque avec utilisation de dispositif spécifique, par voie veineuse transcutanée;1
DEGA002;Ablation d'électrode épicardique définitive, par thoracotomie;1
DELF017;Pose d'une sonde supplémentaire de stimulation cardiaque, par voie veineuse transcutanée;1
DELF019;Pose de plusieurs sondes supplémentaires de stimulation cardiaque, par voie veineuse transcutanée;1
DELF018;Pose d'une sonde supplémentaire de défibrillation cardiaque, par voie veineuse transcutanée;1
DELA006;Implantation souscutanée d'un générateur de stimulation cardiaque;1
DELA007;Implantation souscutanée d'un générateur de défibrillation cardiaque;1
DEGA003;Ablation d'un générateur souscutané de stimulation ou de défibrillation cardiaque implantable;1
DEKA001;Changement d'un générateur souscutané de stimulation cardiaque implantable;1
DEKA002;Changement d'un générateur souscutané de défibrillation cardiaque implantable;1
DEPF010;Interruption de la voie lente ou de la voie rapide de la jonction atrioventriculaire avec courant de radiofréquence ou cryothérapie, par voie veineuse transcutanée;1
DEPF006;Interruption complète du tissu nodal de la jonction atrioventriculaire avec courant de radiofréquence, par voie veineuse transcutanée;1
DEPF005;Interruption complète d'une voie accessoire de conduction cardiaque avec courant de radiofréquence, par voie vasculaire transcutanée;1
DEPF004;Interruption complète de plusieurs voies accessoires de conduction cardiaque avec courant de radiofréquence, par voie vasculaire transcutanée;1
DEPF012;Interruption complète de circuit arythmogène au niveau de l'isthme cavotricuspidien avec courant de radiofréquence ou cryothérapie, par voie veineuse transcutanée;1
DEPF025;Interruption complète de circuit arythmogène en dehors de l'isthme cavotricuspidien avec courant de radiofréquence, par voie veineuse transcutanée;1
DEPF014;Interruption complète de circuit arythmogène en dehors de l'isthme cavotricuspidien avec courant de radiofréquence, par voie veineuse transcutanée et voie transseptale;1
DEPF033;Interruption complète de circuit arythmogène au niveau de l'ostium des veines pulmonaires avec courant de radiofréquence ou cryothérapie, par voie veineuse transcutanée et voie transseptale;1
DEFA001;Exérèse ou destruction de foyer arythmogène pour tachycardie ventriculaire, par thoracotomie avec CEC;1
DEFA002;Exérèse ou destruction de foyer arythmogène ou de faisceau cardionecteur pour tachycardie supraventriculaire, par thoracotomie avec CEC;1
DENF017;Destruction d'un foyer arythmogène atrial avec courant de radiofréquence, par voie veineuse transcutanée;1
DENF014;Destruction d'un foyer arythmogène atrial avec courant de radiofréquence, par voie veineuse transcutanée et voie transseptale;1
DENF021;Destruction de plusieurs foyers arythmogènes atriaux avec courant de radiofréquence, par voie veineuse transcutanée;1
DENF018;Destruction de plusieurs foyers arythmogènes atriaux avec courant de radiofréquence, par voie veineuse transcutanée et voie transseptale;1
DENF015;Destruction d'un foyer ou interruption d'un circuit arythmogène ventriculaire avec courant de radiofréquence, par voie vasculaire transcutanée;1
DENF035;Destruction de plusieurs foyers et/ou interruption de plusieurs circuits arythmogènes ventriculaires avec courant de radiofréquence, par voie vasculaire transcutanée;1
DERP005;Stimulation cardiaque temporaire transcutanée;1
DERF003;Stimulation électrique temporaire de l'oreillette pour interrompre une tachycardie supraventriculaire, par voie veineuse transcutanée;1
DERF004;Stimulation électrique temporaire de l'oreillette et/ou du ventricule pour interrompre une tachycardie ventriculaire, par voie vasculaire transcutanée;1
DERF001;Choc électrique cardiaque à basse énergie, par voie vasculaire transcutanée;1
DERF002;Choc électrique cardiaque à haute énergie, par voie vasculaire transcutanée;1
DDAF001;Dilatation intraluminale d'un vaisseau coronaire sans pose d'endoprothèse, par voie artérielle transcutanée;1
DDAF006;Dilatation intraluminale d'un vaisseau coronaire avec pose d'endoprothèse, par voie artérielle transcutanée;1
DDAF004;Dilatation intraluminale de 2 vaisseaux coronaires avec pose d'endoprothèse, par voie artérielle transcutanée;1
DDAF003;Dilatation intraluminale de 3 vaisseaux coronaires ou plus avec pose d'endoprothèse, par voie artérielle transcutanée;1
DDAF010;Dilatation intraluminale d'un vaisseau coronaire avec artériographie coronaire, sans pose d'endoprothèse, par voie artérielle transcutanée;1
DDAF008;Dilatation intraluminale d'un vaisseau coronaire avec artériographie coronaire, avec pose d'endoprothèse, par voie artérielle transcutanée;1
DDAF007;Dilatation intraluminale de 2 vaisseaux coronaires avec artériographie coronaire, avec pose d'endoprothèse, par voie artérielle transcutanée;1
DDAF009;Dilatation intraluminale de 3 vaisseaux coronaires ou plus avec artériographie coronaire, avec pose d'endoprothèse, par voie artérielle transcutanée;1
DDMA025;Revascularisation coronaire par un greffon artériel avec une anastomose distale, par thoracotomie sans CEC;1
DDMA015;Revascularisation coronaire par un greffon artériel avec une anastomose distale, par thoracotomie avec CEC;1
DDMA023;Revascularisation coronaire par un greffon artériel avec 2 anastomoses distales, par thoracotomie sans CEC;1
DDMA017;Revascularisation coronaire par un greffon artériel avec 2 anastomoses distales, par thoracotomie avec CEC;1
DDMA032;Revascularisation coronaire par un greffon artériel et par greffon veineux avec 2 anastomoses distales, par thoracotomie sans CEC;1
DDMA011;Revascularisation coronaire par un greffon artériel et par greffon veineux avec 2 anastomoses distales, par thoracotomie avec CEC;1
DDMA029;Revascularisation coronaire par un greffon artériel et par greffon veineux avec 3 anastomoses distales, par thoracotomie sans CEC;1
DDMA018;Revascularisation coronaire par un greffon artériel et par greffon veineux avec 3 anastomoses distales, par thoracotomie avec CEC;1
DDMA038;Revascularisation coronaire par un greffon artériel et par greffon veineux avec 4 anastomoses distales ou plus, par thoracotomie sans CEC;1
DDMA021;Revascularisation coronaire par un greffon artériel et par greffon veineux avec 4 anastomoses distales ou plus, par thoracotomie avec CEC;1
DDMA026;Revascularisation coronaire par 2 greffons artériels avec 2 anastomoses distales, par thoracotomie sans CEC;1
DDMA020;Revascularisation coronaire par 2 greffons artériels avec 2 anastomoses distales, par thoracotomie avec CEC;1
DDMA031;Revascularisation coronaire par 2 greffons artériels avec 3 anastomoses distales, par thoracotomie sans CEC;1
DDMA006;Revascularisation coronaire par 2 greffons artériels avec 3 anastomoses distales, par thoracotomie avec CEC;1
DDMA033;Revascularisation coronaire par 2 greffons artériels avec 4 anastomoses distales ou plus, par thoracotomie sans CEC;1
DDMA008;Revascularisation coronaire par 2 greffons artériels avec 4 anastomoses distales ou plus, par thoracotomie avec CEC;1
DDMA022;Revascularisation coronaire par 2 greffons artériels et par greffon veineux avec 3 anastomoses distales, par thoracotomie sans CEC;1
DDMA005;Revascularisation coronaire par 2 greffons artériels et par greffon veineux avec 3 anastomoses distales, par thoracotomie avec CEC;1
DDMA034;Revascularisation coronaire par 2 greffons artériels et par greffon veineux avec 4 anastomoses distales ou plus, par thoracotomie sans CEC;1
DDMA009;Revascularisation coronaire par 2 greffons artériels et par greffon veineux avec 4 anastomoses distales ou plus, par thoracotomie avec CEC;1
DDMA030;Revascularisation coronaire par 3 greffons artériels avec 3 anastomoses distales, par thoracotomie sans CEC;1
DDMA003;Revascularisation coronaire par 3 greffons artériels avec 3 anastomoses distales, par thoracotomie avec CEC;1
DDMA035;Revascularisation coronaire par 3 greffons artériels avec 4 anastomoses distales ou plus, par thoracotomie sans CEC;1
DDMA013;Revascularisation coronaire par 3 greffons artériels avec 4 anastomoses distales ou plus, par thoracotomie avec CEC;1
DDMA036;Revascularisation coronaire par 3 greffons artériels et par greffon veineux avec 4 anastomoses distales ou plus, par thoracotomie sans CEC;1
DDMA012;Revascularisation coronaire par 3 greffons artériels et par greffon veineux avec 4 anastomoses distales ou plus, par thoracotomie avec CEC;1
DDMA028;Revascularisation coronaire par greffon veineux avec une anastomose distale, par thoracotomie sans CEC;1
DDMA007;Revascularisation coronaire par greffon veineux avec une anastomose distale, par thoracotomie avec CEC;1
DDMA024;Revascularisation coronaire par greffon veineux avec 2 anastomoses distales, par thoracotomie sans CEC;1
DDMA019;Revascularisation coronaire par greffon veineux avec 2 anastomoses distales, par thoracotomie avec CEC;1
DDMA027;Revascularisation coronaire par greffon veineux avec 3 anastomoses distales, par thoracotomie sans CEC;1
DDMA016;Revascularisation coronaire par greffon veineux avec 3 anastomoses distales, par thoracotomie avec CEC;1
DDMA037;Revascularisation coronaire par greffon veineux avec 4 anastomoses distales ou plus, par thoracotomie sans CEC;1
DDMA004;Revascularisation coronaire par greffon veineux avec 4 anastomoses distales ou plus, par thoracotomie avec CEC;1
DDFF002;Athérectomie intraluminale d'artère coronaire, par voie artérielle transcutanée;1
DDPF002;Recanalisation d'artère coronaire avec pose d'endoprothèse, par voie artérielle transcutanée;1
DDFF001;Athérectomie intraluminale d'artère coronaire par méthode rotatoire [rotationnelle], par voie artérielle transcutanée;1
DDAA002;Angioplastie d'élargissement du tronc commun de l'artère coronaire gauche, par thoracotomie avec CEC;1
DDSF001;Embolisation ou fermeture d'une fistule ou d'un anévrisme coronaire, par voie vasculaire transcutanée;1
DDLF001;Injection in situ d'agent pharmacologique dans une branche d'artère coronaire pour réduction de l'épaisseur du septum interventriculaire, par voie artérielle transcutanée;1
DCJA001;Drainage d'une collection du péricarde, par thoracotomie ou par abord infraxiphoïdien;1
DCMC001;Création d'une fenêtre péricardopleurale, par thoracoscopie;1
DCMA001;Création d'une fenêtre péricardopéritonéale, par abord infraxiphoïdien;1
DCFA001;Péricardectomie subtotale, par thoracotomie;1
DZEA002;Transplantation orthotopique du cœur, par thoracotomie avec CEC;1
DZEA003;Transplantation hétérotopique du cœur, par thoracotomie avec CEC;1
DZEA001;Transplantation itérative du cœur, par thoracotomie avec CEC;1
DZEA004;Transplantation du bloc cœur-poumons, par thoracotomie avec CEC;1
DZFA004;Exérèse d'un greffon de transplantation du cœur avec pose d'une assistance circulatoire mécanique biventriculaire interne, par thoracotomie avec CEC;1
DGCA025;Suture latérale de plaie de l'aorte thoracique, par thoracotomie sans CEC;1
DGCA017;Suture latérale de plaie de l'aorte thoracique, par thoracotomie avec CEC;1
DGCA002;Suture d'une rupture de l'isthme de l'aorte, par thoracotomie sans CEC;1
DGCA006;Suture d'une rupture de l'isthme de l'aorte, par thoracotomie avec CEC;1
DGAF001;Dilatation intraluminale de l'aorte thoracique sans pose d'endoprothèse, par voie artérielle transcutanée;1
DGAF007;Dilatation intraluminale de l'aorte thoracique avec pose d'endoprothèse, par voie artérielle transcutanée;1
DGLF003;Pose d'endoprothèse couverte dans l'aorte thoracique, par voie artérielle transcutanée;1
DGPA014;Désobstruction d'une prothèse de l'aorte thoracique, par thoracotomie;1
DGFA002;Thromboendartériectomie de l'aorte thoracique horizontale et des troncs supraaortiques, par thoracotomie avec CEC;1
DGCA031;Pontage entre l'aorte thoracique ascendante et l'aorte thoracique descendante, par thoracotomie sans CEC;1
DGCA028;Pontage entre l'aorte thoracique ascendante et l'aorte thoracique descendante, par thoracotomie avec CEC;1
DGCA015;Pontage entre l'aorte thoracique ascendante et l'aorte abdominale sans exclusion de l'aorte thoracique descendante, par thoracotomie et par laparotomie sans CEC;1
DGCA027;Pontage entre l'aorte thoracique ascendante et l'aorte abdominale sans exclusion de l'aorte thoracique descendante, par thoracotomie et par laparotomie avec CEC;1
DGCA008;Pontage entre l'aorte thoracique ascendante et l'aorte abdominale avec exclusion de l'aorte thoracique descendante, par thoracotomie et par laparotomie sans CEC;1
DGCA023;Pontage entre l'aorte thoracique descendante ou l'aorte juxtadiaphragmatique et l'aorte abdominale infrarénale, par thoraco-phréno-laparotomie sans CEC;1
DGCA003;Pontage rétropéritonéal entre l'aorte thoracique descendante et les artères fémorales, par abord direct;1
DGCA013;Pontages multiples entre l'aorte et les troncs supraaortiques, par thoracotomie sans CEC;1
DGCA011;Pontages multiples entre l'aorte et les troncs supraaortiques, par thoracotomie avec CEC;1
DGAA006;Angioplastie d'élargissement de l'aorte thoracique horizontale sans réimplantation des troncs supraaortiques, par thoracotomie avec CEC;1
DGAA003;Angioplastie d'élargissement de l'aorte thoracique horizontale avec réimplantation des troncs supraaortiques, par thoracotomie avec CEC;1
DGFA019;Résection-anastomose de l'aorte thoracique descendante ou de l'aorte juxtadiaphragmatique, par thoracotomie sans dérivation vasculaire ni CEC;1
DGFA014;Résection-anastomose de l'aorte thoracique descendante ou de l'aorte juxtadiaphragmatique, par thoracotomie avec dérivation vasculaire;1
DGFA017;Résection-anastomose de l'aorte thoracique descendante ou de l'aorte juxtadiaphragmatique, par thoracotomie avec CEC;1
DGKA025;Remplacement de l'aorte thoracique ascendante sans remplacement de la valve aortique, sans réimplantation des artères coronaires, par thoracotomie avec CEC;1
DGKA003;Remplacement de l'aorte thoracique ascendante sans remplacement de la valve aortique, avec réimplantation des artères coronaires, par thoracotomie avec CEC;1
DGKA011;Remplacement de l'aorte thoracique ascendante avec remplacement de la valve aortique, sans réimplantation des artères coronaires, par thoracotomie avec CEC;1
DGKA015;Remplacement de l'aorte thoracique ascendante avec remplacement de la valve aortique, avec réimplantation des artères coronaires, par thoracotomie avec CEC;1
DGKA001;Remplacement de l'aorte thoracique ascendante et de l'aorte horizontale sans remplacement de la valve aortique, sans réimplantation des artères coronaires, par thoracotomie avec CEC;1
DGKA026;Remplacement de l'aorte thoracique ascendante et de l'aorte horizontale sans remplacement de la valve aortique, avec réimplantation des artères coronaires, par thoracotomie avec CEC;1
DGKA018;Remplacement de l'aorte thoracique ascendante et de l'aorte horizontale avec remplacement de la valve aortique, sans réimplantation des artères coronaires, par thoracotomie avec CEC;1
DGKA014;Remplacement de l'aorte thoracique ascendante et de l'aorte horizontale avec remplacement de la valve aortique, avec réimplantation des artères coronaires, par thoracotomie avec CEC;1
DGKA005;Remplacement de l'aorte thoracique horizontale, par thoracotomie avec CEC;1
DGKA002;Remplacement de l'isthme de l'aorte, par thoracotomie sans dérivation vasculaire ni CEC;1
DGKA019;Remplacement de l'isthme de l'aorte, par thoracotomie avec dérivation vasculaire;1
DGKA023;Remplacement de l'isthme de l'aorte, par thoracotomie avec CEC;1
DGKA009;Remplacement de l'aorte thoracique descendante, par thoracotomie sans CEC;1
DGKA007;Remplacement de l'aorte thoracique descendante, par thoracotomie avec CEC;1
DGKA013;Remplacement de l'aorte juxtadiaphragmatique, par thoraco-phréno-laparotomie sans dérivation vasculaire ni CEC;1
DGKA016;Remplacement de l'aorte juxtadiaphragmatique, par thoraco-phréno-laparotomie avec dérivation vasculaire;1
DGKA010;Remplacement de l'aorte juxtadiaphragmatique, par thoraco-phréno-laparotomie avec CEC;1
DGKA006;Remplacement de l'aorte thoracique descendante et de l'aorte juxtadiaphragmatique, par thoraco-phréno-laparotomie sans dérivation vasculaire ni CEC;1
DGKA020;Remplacement de l'aorte thoracique descendante et de l'aorte juxtadiaphragmatique, par thoraco-phréno-laparotomie avec dérivation vasculaire;1
DGKA008;Remplacement de l'aorte thoracique descendante et de l'aorte juxtadiaphragmatique, par thoraco-phréno-laparotomie avec CEC;1
DGKA012;Remplacement de l'ensemble de l'aorte thoracique, par thoraco-phréno-laparotomie avec CEC;1
DGKA028;Remplacement de l'aorte thoracique ascendante pour rupture d'anévrisme, par thoracotomie avec CEC;1
DGKA027;Remplacement de l'aorte thoracique descendante pour rupture d'anévrisme, par thoracotomie avec CEC;1
DGKA029;Remplacement de l'aorte juxtadiaphragmatique pour rupture d'anévrisme, par thoraco-phréno-laparotomie avec CEC;1
DFAF002;Dilatation intraluminale d'une branche de l'artère pulmonaire sans pose d'endoprothèse, par voie veineuse transcutanée;1
DFAF003;Dilatation intraluminale d'une branche de l'artère pulmonaire avec pose d'endoprothèse, par voie veineuse transcutanée;1
DFAF004;Dilatation intraluminale de plusieurs branches de l'artère pulmonaire sans pose d'endoprothèse, par voie veineuse transcutanée;1
DFAF001;Dilatation intraluminale de plusieurs branches de l'artère pulmonaire avec pose d'endoprothèse, par voie veineuse transcutanée;1
DFNF001;Fibrinolyse in situ de l'artère pulmonaire, par voie veineuse transcutanée;1
DFNF002;Thrombolyse mécanique ou thromboaspiration de l'artère pulmonaire, par voie veineuse transcutanée;1
DFFA002;Embolectomie de l'artère pulmonaire, par thoracotomie sans CEC;1
DFFA001;Embolectomie de l'artère pulmonaire, par thoracotomie avec CEC;1
DFFA003;Thromboendartériectomie du tronc et/ou des branches de l'artère pulmonaire, par thoracotomie avec CEC;1
DFSF001;Oblitération d'anévrisme sacculaire de l'artère pulmonaire, par voie veineuse transcutanée;1
ECCA006;Suture de plaie du tronc artériel brachiocéphalique, par thoracotomie;1
ECAF003;Dilatation intraluminale du tronc artériel brachiocéphalique ou de l'artère carotide commune intrathoracique sans pose d'endoprothèse, par voie artérielle transcutanée;1
ECAF004;Dilatation intraluminale du tronc artériel brachiocéphalique ou de l'artère carotide commune intrathoracique avec pose d'endoprothèse, par voie artérielle transcutanée;1
ECLF004;Pose d'endoprothèse couverte dans le tronc artériel brachiocéphalique ou l'artère carotide commune intrathoracique, par voie artérielle transcutanée;1
ECPF004;Recanalisation de l'artère subclavière en amont de l'ostium de l'artère vertébrale sans pose d'endoprothèse, par voie artérielle transcutanée;1
ECPF005;Recanalisation de l'artère subclavière en amont de l'ostium de l'artère vertébrale avec pose d'endoprothèse, par voie artérielle transcutanée;1
ECFA001;Thromboendartériectomie du tronc artériel brachiocéphalique, par thoracotomie;1
DGCA032;Pontage entre l'aorte et le tronc artériel brachiocéphalique, par thoracotomie;1
ECKA001;Remplacement du tronc artériel brachiocéphalique, par thoracotomie;1
ECSA002;Ligature du tronc artériel brachiocéphalique, par thoracotomie;1
EBCA009;Suture de plaie de l'artère carotide commune, par cervicotomie;1
EBCA003;Suture de plaie de l'artère carotide commune, par cervicotomie et par thoracotomie;1
EBAF004;Dilatation intraluminale de l'artère carotide commune cervicale sans pose d'endoprothèse, par voie artérielle transcutanée;1
EBAF010;Dilatation intraluminale de l'artère carotide commune cervicale avec pose d'endoprothèse, par voie artérielle transcutanée;1
EBFA005;Thrombectomie de l'artère carotide commune, par cervicotomie;1
EBFA003;Thromboendartériectomie de l'artère carotide commune, par cervicotomie;1
EBFA010;Thromboendartériectomie de l'artère carotide commune, par cervicotomie et par thoracotomie;1
EBCA015;Pontage aortocarotidien, par cervicotomie et par thoracotomie;1
EBCA004;Pontage croisé intercarotidien, par cervicotomie;1
EBCA008;Pontage homolatéral carotidosubclavier ou carotidoaxillaire, par cervicotomie;1
EBCA001;Pontage croisé carotidosubclavier ou carotidoaxillaire, par cervicotomie;1
EBCA017;Pontage entre l'artère carotide commune et l'artère carotide interne homolatérale, par cervicotomie;1
EBEA005;Réimplantation de l'artère carotide commune dans l'artère subclavière, par cervicotomie;1
EBEA003;Réimplantation de l'artère subclavière dans l'artère carotide commune, par cervicotomie;1
EBKA001;Remplacement de l'artère carotide commune, par cervicotomie;1
EBKA003;Remplacement de l'artère carotide commune, par cervicotomie et par thoracotomie;1
EBFA021;Résection-anastomose de l'artère carotide commune, par cervicotomie;1
EBFA020;Résection-anastomose de l'artère carotide commune, par cervicotomie et par thoracotomie;1
EBSA005;Occlusion progressive de l'artère carotide commune ou de l'artère carotide interne par pose de clamp, par cervicotomie;1
EBSA003;Ligature de l'artère carotide commune, par cervicotomie;1
EBAF009;Dilatation intraluminale de la bifurcation carotidienne sans pose d'endoprothèse, par voie artérielle transcutanée;1
EBAF011;Dilatation intraluminale de la bifurcation carotidienne avec pose d'endoprothèse, par voie artérielle transcutanée;1
EBAA002;Angioplastie d'élargissement de la bifurcation carotidienne sans thromboendartériectomie, par cervicotomie;1
EBFA012;Thromboendartériectomie de la bifurcation carotidienne sans angioplastie d'élargissement, par cervicotomie sans dérivation vasculaire;1
EBFA006;Thromboendartériectomie de la bifurcation carotidienne sans angioplastie d'élargissement, par cervicotomie avec dérivation vasculaire;1
EBFA016;Thromboendartériectomie de la bifurcation carotidienne avec angioplastie d'élargissement, par cervicotomie sans dérivation vasculaire;1
EBFA002;Thromboendartériectomie de la bifurcation carotidienne avec angioplastie d'élargissement, par cervicotomie avec dérivation vasculaire;1
EBFA008;Thromboendartériectomie de la bifurcation carotidienne par retournement, par cervicotomie sans dérivation vasculaire;1
EBFA015;Thromboendartériectomie de la bifurcation carotidienne par retournement, par cervicotomie avec dérivation vasculaire;1
EBFA001;Exérèse d'une tumeur du glomus [corpuscule] carotidien avec conservation de l'axe carotidien, par cervicotomie;1
EBFA011;Exérèse d'une tumeur du glomus [corpuscule] carotidien avec reconstruction de l'axe carotidien, par cervicotomie;1
EBKA004;Remplacement de la bifurcation carotidienne ou de l'artère carotide interne extracrânienne, par cervicotomie;1
EBCA007;Suture de plaie de l'artère carotide interne extracrânienne, par cervicotomie;1
EBCA006;Suture de plaie de l'artère carotide externe, par cervicotomie;1
EBAF003;Dilatation intraluminale de l'artère carotide interne extracrânienne sans pose d'endoprothèse, par voie artérielle transcutanée;1
EBAF001;Dilatation intraluminale de l'artère carotide interne extracrânienne avec pose d'endoprothèse, par voie artérielle transcutanée;1
EBAF005;Dilatation intraluminale de l'artère carotide externe sans pose d'endoprothèse, par voie artérielle transcutanée;1
EBAF006;Dilatation intraluminale de l'artère carotide externe avec pose d'endoprothèse, par voie artérielle transcutanée;1
EBCA010;Pontage artériel extra-intracrânien sans autogreffe, par craniotomie et par cervicotomie;1
EBCA011;Pontage artériel extra-intracrânien avec autogreffe, par craniotomie et par cervicotomie;1
EBCA002;Pontage de l'artère carotide externe, par cervicotomie;1
EBCA013;Pontage carotidohuméral ou subclaviohuméral, par abord direct;1
EBFA019;Résection-anastomose de l'artère carotide interne, par cervicotomie;1
EBFA014;Résection de l'artère carotide interne avec réimplantation dans l'artère carotide commune, par cervicotomie;1
EBSF003;Embolisation sélective ou hypersélective unilatérale ou bilatérale de branche de l'artère carotide externe, par voie artérielle transcutanée;1
EBSF004;Embolisation suprasélective unilatérale ou bilatérale de branche de l'artère carotide externe, par voie artérielle transcutanée;1
EBSA006;Ligature de l'artère carotide interne, par cervicotomie;1
EBSA010;Ligature du tronc ou de branche de l'artère carotide externe, par cervicotomie;1
EBSA001;Ligature de l'artère sphénopalatine ou de l'artère maxillaire, par abord transnasal ou transantral;1
EBSA008;Ligature unilatérale de l'artère ethmoïdale antérieure et/ou de l'artère ethmoïdale postérieure;1
